,model_score,sensitivity,accuracy_rate,roc
0,0.0357533716658366,0.9107142857142857,0.5664028144239226,0.7670146689573147
1,0.035517538613419004,0.8928571428571429,0.565523306948109,0.7667999207083388
2,0.034062358267150955,0.875,0.5760773966578716,0.7619433064622704
3,0.03213658117274097,0.75,0.6059806508355321,0.7245440729483282
4,0.0286783649607514,0.8035714285714286,0.5875109938434476,0.7218019029998679
5,0.0280588391213848,0.8392857142857143,0.5602462620932278,0.7297806264041231
6,0.009594675678234299,0.6785714285714286,0.6376429199648197,0.6977831373067266
7,0.006373727335124,0.6071428571428571,0.6605101143359718,0.6979318091714022
8,0.005692174136747119,0.6428571428571429,0.6534740545294635,0.6785549094753536
9,0.0047340097452514,0.5357142857142857,0.6693051890941073,0.6898870093828465
10,0.003951114842308001,0.5,0.6693051890941073,0.6933229813664596
11,0.0039336294798794,0.5178571428571429,0.6868953386103782,0.7004096735826615
12,0.0018317777850155,0.5,0.723834652594547,0.6304513017047707
13,0.0018006495684629998,0.5178571428571429,0.7299912049252418,0.6653726708074533
14,0.000640171852732,0.48214285714285715,0.7695690413368513,0.688185542487115
15,0.000640171852732,0.48214285714285715,0.7695690413368513,0.688185542487115
16,0.000640171852732,0.48214285714285715,0.7695690413368513,0.688185542487115
17,0.000640171852732,0.48214285714285715,0.7695690413368513,0.688185542487115
18,0.000640171852732,0.48214285714285715,0.7695690413368513,0.688185542487115
19,0.000640171852732,0.48214285714285715,0.7695690413368513,0.688185542487115
20,0.000640171852732,0.48214285714285715,0.7695690413368513,0.688185542487115
21,0.00046207577897270003,0.4107142857142857,0.751099384344767,0.6661986256112066
22,0.00046207577897270003,0.4107142857142857,0.751099384344767,0.6661986256112066
23,0.00046207577897270003,0.4107142857142857,0.751099384344767,0.6661986256112066
24,0.00046207577897270003,0.4107142857142857,0.751099384344767,0.6661986256112066
25,2.8306897405700013e-05,0.4642857142857143,0.7379067722075637,0.7117087352980045
26,2.8306897405700013e-05,0.4642857142857143,0.7379067722075637,0.7117087352980045
27,2.8306897405700013e-05,0.4642857142857143,0.7379067722075637,0.7117087352980045
28,2.8306897405700013e-05,0.4642857142857143,0.7379067722075637,0.7117087352980045
29,2.8306897405700013e-05,0.4642857142857143,0.7379067722075637,0.7117087352980045
